code;name_pl;name_en
P25.8;Inne stany związane z rozedmą śródmiąższową rozpoczynające się w okresie okołoporodowym;Other conditions related to interstitial emphysema originating in the perinatal period
P26;Krwotok płucny rozpoczynający się w okresie okołoporodowym;
P26.0;Krwotok tchawiczo-oskrzelowy rozpoczynający się w okresie okołoporodowym;Tracheobronchial haemorrhage originating in the perinatal period
P26.1;Masywny krwotok płucny rozpoczynający się w okresie okołoporodowym;Massive pulmonary haemorrhage originating in the perinatal period
P26.8;Inne krwotoki płucne zaczynające się w okresie okołoporodowym;Other pulmonary haemorrhages originating in the perinatal period
P26.9;Nieokreślony krwotok płucny rozpoczynający się w okresie okołoporodowym;Unspecified pulmonary haemorrhage originating in the perinatal period
P27;Przewlekła choroba oddechowa rozpoczynająca się w okresie okołoporodowym;
P27.0;Zespół Wilson-Mikity’ego;Wilson-Mikity syndrome
P27.1;Dysplazja oskrzelowo-płucna rozpoczynająca się w okresie okołoporodowym;Bronchopulmonary dysplasia originating in the perinatal period
P27.8;Inne przewlekłe choroby oddechowe rozpoczynające się w okresie okołoporodowym;Other chronic respiratory diseases originating in the perinatal period
P27.9;Nieokreślona przewlekła choroba oddechowa rozpoczynająca się w okresie okołoporodowym;Unspecified chronic respiratory disease originating in the perinatal period
P28;Inne zaburzenia oddechowe rozpoczynające się w okresie okołoporodowym;
P28.0;Pierwotna niedodma u noworodka;Primary atelectasis of newborn
P28.1;Inne i nieokreślone postacie niedodmy u noworodka;Other and unspecified atelectasis of newborn
P28.2;Napady sinicy u noworodka;Cyanotic attacks of newborn
P28.3;Pierwotny bezdech w czasie snu u noworodka;Primary sleep apnoea of newborn
P28.4;Inny bezdech u noworodka;Other apnoea of newborn
P28.5;Niewydolność oddechowa noworodka;Respiratory failure of newborn
P28.8;Inne określone zaburzenia oddechowe u noworodka;Other specified respiratory conditions of newborn
P28.9;Zaburzenie oddychania u noworodka, nieokreślone;Respiratory condition of newborn, unspecified
P29;Zaburzenia sercowo-naczyniowe rozpoczynające się w okresie okołoporodowym;
P29.0;Niewydolność serca u noworodków;Neonatal cardiac failure
P29.1;Zaburzenia rytmu serca u noworodków;Neonatal cardiac dysrhythmia
P29.2;Nadciśnienie u noworodków;Neonatal hypertension
P29.3;Przetrwałe krążenie płodowe;Persistent fetal circulation
P29.4;Przemijające niedotlenienie mięśnia sercowego u noworodków;Transient myocardial ischaemia of newborn
P29.8;Inne zaburzenia sercowo-naczyniowe rozpoczynające się w okresie okołoporodowym;Other cardiovascular disorders originating in the perinatal period
P29.9;Zaburzenie sercowo-naczyniowe rozpoczynające się w okresie okołoporodowym, nieokreślone;Cardiovascular disorder originating in the perinatal period, unspecified
P35;Wrodzone choroby wirusowe;
P35.0;Wrodzony zespół różyczkowy;Congenital rubella syndrome
P35.1;Wrodzone zakażenie wywołane przez wirus cytomegalii;Congenital cytomegalovirus infection
P35.2;Wrodzone zakażenie wywołane przez wirus opryszczki [herpes simplex];Congenital herpesviral [herpes simplex] infection
P35.3;Wrodzone wirusowe zapalenie wątroby;Congenital viral hepatitis
P35.8;Inne wrodzone choroby wirusowe;Other congenital viral diseases
P35.9;Wrodzona choroba wirusowa, nieokreślona;Congenital viral disease, unspecified
P36;Posocznica bakteryjna noworodka;
P36.0;Posocznica noworodka wywołana przez paciorkowce z grupy B;Sepsis of newborn due to streptococcus, group B
P36.1;Posocznica noworodka wywołana przez inne i nieokreślone paciorkowce;Sepsis of newborn due to other and unspecified streptococci
P36.2;Posocznica noworodka wywołana przez Staphylococcus aureus;Sepsis of newborn due to Staphylococcus aureus
P36.3;Posocznica noworodka wywołana przez inne i nieokreślone gronkowce;Sepsis of newborn due to other and unspecified staphylococci
P36.4;Posocznica noworodka wywołana przez Escherichia coli;Sepsis of newborn due to Escherichia coli
P36.5;Posocznica noworodka wywołana przez bakterie beztlenowe;Sepsis of newborn due to anaerobes
P36.8;Inna posocznica bakteryjna noworodka;Other bacterial sepsis of newborn
P36.9;Posocznica bakteryjna noworodka, nieokreślona;Bacterial sepsis of newborn, unspecified
P37;Inne wrodzone choroby zakaźne i pasożytnicze;
P37.0;Wrodzona gruźlica;Congenital tuberculosis
P37.1;Wrodzona toksoplazmoza;Congenital toxoplasmosis
P37.2;Listerioza noworodkowa (rozsiana);Neonatal (disseminated) listeriosis
P37.3;Wrodzona malaria wywołana przez Plasmodium falciparum;Congenital falciparum malaria
P37.4;Inna wrodzona malaria;Other congenital malaria
P37.5;Kandydoza noworodkowa;Neonatal candidiasis
P37.8;Inne określone wrodzone choroby zakaźne i pasożytnicze;Other specified congenital infectious and parasitic diseases
P37.9;Wrodzone choroby zakaźne i pasożytnicze, nieokreślone;Congenital infectious and parasitic disease, unspecified
P38;Zapalenie pępka noworodka z łagodnym krwawieniem lub bez krwawienia;Omphalitis of newborn with or without mild haemorrhage
P39;Inne zakażenia swoiste dla okresu okołoporodowego;
P39.0;Noworodkowe zakaźne zapalenie piersi;Neonatal infective mastitis
P39.1;Noworodkowe zapalenie spojówek i woreczka łzowego;Neonatal conjunctivitis and dacryocystitis
P39.2;Wewnątrzowodniowe zakażenie płodu, niesklasyfikowane gdzie indziej;Intra-amniotic infection of fetus, not elsewhere classified
P39.3;Noworodkowe zakażenie dróg moczowych;Neonatal urinary tract infection
P39.4;Noworodkowe zakażenie skóry;Neonatal skin infection
P39.8;Inne określone zakażenia swoiste dla okresu okołoporodowego;Other specified infections specific to the perinatal period
P39.9;Zakażenia swoiste dla okresu okołoporodowego, nieokreślone;Infection specific to the perinatal period, unspecified
P50;Utrata krwi płodu;
P50.0;Utrata krwi płodu z naczyń przodujących;Fetal blood loss from vasa praevia
P50.1;Utrata krwi płodu z powodu rozerwania pępowiny;Fetal blood loss from ruptured cord
P50.2;Utrata krwi płodu przez łożysko;Fetal blood loss from placenta
P50.3;Krwawienie do krążenia bliźniaka;Haemorrhage into co-twin
P50.4;Krwawienie do krążenia matki;Haemorrhage into maternal circulation
P50.5;Utrata krwi płodu z powodu przecięcia pępowiny bliźniaka;Fetal blood loss from cut end of co-twins cord
P50.8;Inna utrata krwi płodu;Other fetal blood loss
P50.9;Utrata krwi płodu, nieokreślona;Fetal blood loss, unspecified
P51;Krwotok z pępka u noworodka;
P51.0;Masywny krwotok z pępka u noworodka;Massive umbilical haemorrhage of newborn
P51.8;Inne krwawienia pępkowe u noworodka;Other umbilical haemorrhages of newborn
P51.9;Krwotok z pępka u noworodka, nieokreślony;Umbilical haemorrhage of newborn, unspecified
P52;Śródczaszkowy nieurazowy krwotok u płodu i noworodka;
P52.0;Dokomorowy (nieurazowy) krwotok, stopnia 1, u płodu i noworodka;Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn
P52.1;Dokomorowy (nieurazowy) krwotok, stopnia 2, u płodu i noworodka;Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn
P52.2;Dokomorowy (nieurazowy) krwotok, stopnia 3, u płodu i noworodka;Intraventricular (nontraumatic) haemorrhage, grade 3, of fetus and newborn
P52.3;Nieokreślony dokomorowy (nieurazowy) krwotok u płodu i noworodka;Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn
P52.4;Śródmózgowy (nieurazowy) krwotok u płodu i noworodka;Intracerebral (nontraumatic) haemorrhage of fetus and newborn
P52.5;Podpajęczynówkowy krwotok (nieurazowy) u płodu i noworodka;Subarachnoid (nontraumatic) haemorrhage of fetus and newborn
P52.6;Krwotok (nieurazowy) do móżdżku i tylnego dołu czaszki u płodu i noworodka;Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn
P52.8;Inne śródczaszkowe (nieurazowe) krwotoki u płodu i noworodka;Other intracranial (nontraumatic) haemorrhages of fetus and newborn
P52.9;Śródczaszkowy (nieurazowy) krwotok u płodu i noworodka, nieokreślony;Intracranial (nontraumatic) haemorrhage of fetus and newborn, unspecified
P53;Choroba krwotoczna u płodu i noworodka;Haemorrhagic disease of fetus and newborn
P54;Inne krwotoki u noworodka;
P54.0;Wymioty krwawe u noworodka;Neonatal haematemesis
P54.1;Smoliste stolce u noworodka;Neonatal melaena
P54.2;Krwotok z odbytnicy u noworodka;Neonatal rectal haemorrhage
P54.3;Inne krwotoki z przewodu pokarmowego u noworodka;Other neonatal gastrointestinal haemorrhage
P54.4;Krwotok do nadnerczy u noworodka;Neonatal adrenal haemorrhage
P54.5;Krwawienie do skóry u noworodka;Neonatal cutaneous haemorrhage
P54.6;Krwawienie z pochwy u noworodka;Neonatal vaginal haemorrhage
P54.8;Inne określone krwotoki u noworodka;Other specified neonatal haemorrhages
P54.9;Krwotok u noworodka, nieokreślony;Neonatal haemorrhage, unspecified
P55;Choroba hemolityczna płodu i noworodka;
P55.0;Izoimmunizacja w zakresie czynnika Rh u płodu i noworodka;Rh isoimmunization of fetus and newborn
P55.1;Izoimmunizacja w zakresie grup głównych ABO u płodu i noworodka;ABO isoimmunization of fetus and newborn
P55.8;Inne choroby hemolityczne u płodu i noworodka;Other haemolytic diseases of fetus and newborn
P55.9;Choroba hemolityczna u płodu i noworodka, nieokreślona;Haemolytic disease of fetus and newborn, unspecified
P56;Obrzęk uogólniony płodu spowodowany chorobą hemolityczną;
P56.0;Obrzęk uogólniony płodu spowodowany izoimmunizacją;Hydrops fetalis due to isoimmunization
P56.9;Obrzęk uogólniony płodu spowodowany inną i nieokreśloną chorobą hemolityczną;Hydrops fetalis due to other and unspecified haemolytic disease
P57;Żółtaczka jąder podkorowych;
P57.0;Żółtaczka jąder podkorowych spowodowana izoimmunizacją;Kernicterus due to isoimmunization
P57.8;Inna określona żółtaczka jąder podkorowych;Other specified kernicterus
P57.9;Żółtaczka jąder podkorowych o nieokreślonej przyczynie;Kernicterus, unspecified
P58;Żółtaczka noworodków spowodowana inną nadmierną hemolizą;
P58.0;Żółtaczka noworodków spowodowana wylewami podskórnymi krwi;Neonatal jaundice due to bruising
P58.1;Żółtaczka noworodków spowodowana krwawieniem;Neonatal jaundice due to bleeding
P58.2;Żółtaczka noworodków spowodowana zakażeniem;Neonatal jaundice due to infection
P58.3;Żółtaczka noworodków spowodowana zagęszczeniem krwi;Neonatal jaundice due to polycythaemia
P58.4;Żółtaczka noworodków spowodowana przez leki lub toksyny przeniesione od matki lub podawane noworodkowi;Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn
P58.5;Żółtaczka noworodków spowodowana połknięciem krwi matki;Neonatal jaundice due to swallowed maternal blood
P58.8;Żółtaczka noworodków spowodowana inną określoną nadmierną hemolizą;Neonatal jaundice due to other specified excessive haemolysis
P58.9;Żółtaczka noworodków spowodowana nadmierną hemolizą, nieokreśloną;Neonatal jaundice due to excessive haemolysis, unspecified
P59;Żółtaczka noworodków spowodowana innymi i nieokreślonymi przyczynami;
P59.0;Żółtaczka noworodków związana z porodem przedwczesnym;Neonatal jaundice associated with preterm delivery
P59.1;Zespół zagęszczonej żółci;Inspissated bile syndrome
P59.2;Żółtaczka noworodków spowodowana innym i nieokreślonym uszkodzeniem komórek wątroby;Neonatal jaundice from other and unspecified hepatocellular damage
P59.3;Żółtaczka noworodków spowodowana inhibitorem w mleku matki;Neonatal jaundice from breast milk inhibitor
P59.8;Żółtaczka noworodków spowodowana innymi określonymi przyczynami;Neonatal jaundice from other specified causes
P59.9;Żółtaczka noworodków, nieokreślona;Neonatal jaundice, unspecified
P60;Rozsiane wykrzepianie śródnaczyniowe u płodu i noworodka;Disseminated intravascular coagulation of fetus and newborn
P61;Inne okołoporodowe zaburzenia hematologiczne;
P61.0;Przemijająca małopłytkowość noworodków;Transient neonatal thrombocytopenia
P61.1;Zagęszczenie krwi noworodków;Polycythaemia neonatorum
P61.2;Niedokrwistość wcześniaków;Anaemia of prematurity
P61.3;Wrodzona niedokrwistość spowodowana przez utratę krwi w okresie płodowym;Congenital anaemia from fetal blood loss
P61.4;Inne wrodzone niedokrwistości, niesklasyfikowane gdzie indziej;Other congenital anaemias, not elsewhere classified
P61.5;Przemijająca neutropenia noworodków;Transient neonatal neutropenia
P61.6;Inne przemijające zaburzenia krzepnięcia u noworodka;Other transient neonatal disorders of coagulation
P61.8;Inne określone zaburzenia hematologiczne u noworodka;Other specified perinatal haematological disorders
P61.9;Okołoporodowe zaburzenia hematologiczne, nieokreślone;Perinatal haematological disorder, unspecified
P70;Przemijające zaburzenia przemiany węglowodanów swoiste dla płodu i noworodka;
P70.0;Zespół dziecka matki chorej na cukrzycę ciężarnych;Syndrome of infant of mother with gestational diabetes
P70.1;Zespół dziecka matki chorej na cukrzycę;Syndrome of infant of a diabetic mother
P70.2;Cukrzyca noworodkowa;Neonatal diabetes mellitus
P70.3;Jatrogenna hipoglikemia noworodkowa;Iatrogenic neonatal hypoglycaemia
P70.4;Inna hipoglikemia noworodkowa;Other neonatal hypoglycaemia
P70.8;Inne przemijające zaburzenia przemiany węglowodanów u płodu i noworodka;Other transitory disorders of carbohydrate metabolism of fetus and newborn
P70.9;Przemijające zaburzenie przemiany węglowodanów u płodu i noworodka, nieokreślone;Transitory disorder of carbohydrate metabolism of fetus and newborn, unspecified
